cluster,recorded,ten,mean,station_mean,kuchera,dube,gpt,nn_full,nn_small,nn_without_derived,nn_without_meta,nn_without_radiation,nn_without_surface,nn_without_temperature,nn_without_upper,nn_without_water,nn_without_wind,station,count
1.0,0.0,6.341866731660459,6.377121616972668,5.9742636733109284,8.360704644207507,6.652766802858933,8.142346285530124,6.2037012779625345,6.129573588893327,6.163385141777674,6.210666313759319,6.184542556258077,6.109243869760957,6.191021833052112,6.274338300186668,6.209685791853727,6.292626613738393,4.344253231185112,761
2.0,0.0,5.699836876995991,5.590819200302892,5.404712297417347,7.327421122550324,6.118613705890199,6.972579777636133,5.619685920660317,5.604230248863564,5.601439203109567,5.629877679046584,5.585186464046095,5.5722488976062445,5.6304373501344545,5.594470840238652,5.6305926221153895,5.643419497039538,5.665031691230327,2171
3.0,0.0,6.94534420359275,6.65204586167242,6.3899726301613615,7.818732246588044,7.203647422988409,7.085113791110283,6.907511128031445,6.798943767450653,6.825747512391946,6.954354383813483,6.712611018708283,6.780065121386044,6.900050864445868,6.872750186541187,6.890476519571304,6.953051533798496,7.51221985161351,293
