station,recorded,ten,mean,station_mean,kuchera,dube,gpt,nn_full,nn_small,nn_without_derived,nn_without_meta,nn_without_radiation,nn_without_surface,nn_without_temperature,nn_without_upper,nn_without_water,nn_without_wind,nn_surface_temperature,nn_surface_temp_meta,nn_temp_humidity,nn_temp_humidity_wind,nn_temp_humidity_wind_meta,count
43,0.0,4.483825199593404,4.455612577737652,4.437640268540893,5.7841989981677955,4.726756034294861,6.427793149918127,4.426410759363418,4.359566401162959,4.361712663156634,4.436133833971107,4.442088841144609,4.38071067481259,4.469913641431005,4.277339357556432,4.452077480721123,4.3561512574366015,4.480009789697252,4.583082649879992,4.278032246025762,4.331061084661743,4.379747226831399,141
44,0.0,4.167756720221216,4.2042185405717545,4.150912710420617,6.567097051401318,4.527012202437419,6.263937458756894,4.118087764690342,4.183548266200551,4.160132801656507,4.100247113156846,4.207401464004463,4.164671732295122,4.183755649727797,4.1013727427547515,4.094556054579794,4.12965814923525,4.165414867949299,4.1557102197122555,4.0952727579885755,4.411459397883222,4.195374979031231,88
45,0.0,4.376033554098486,4.066648938259806,4.000061119818154,5.550902738414617,4.675357918359333,5.318827196910942,4.37793088666615,4.366653517759282,4.268694958515603,4.350567924948648,4.579389987421324,4.295279781662644,4.444822521451196,4.456651807133897,4.406978336769351,4.514140330083064,4.366061430061626,4.462684081665507,4.127696258386183,4.287746736573016,4.488010464211622,59
46,0.0,10.964271054641255,10.406821659024677,9.016038089537085,9.709638055422156,11.028244020129536,9.13731193711928,10.767130460865449,10.791628089135594,10.747384554776984,10.781880341613334,10.572625777109442,10.43820697123894,10.86276126858282,10.933644161777243,10.883443195911369,11.011807140182759,10.949803213831531,10.768595209493027,10.491650996278555,10.43451543160124,10.384866212138212,33
47,0.0,4.2618055388644756,4.198214804090715,4.189992502651681,6.373106701607083,4.651725708935244,6.071505117230467,4.235147806480148,4.0520300359747825,4.165736098412499,4.265895905911535,4.115707170036516,4.239840778895482,4.256317823117102,4.307832642516857,4.239928666370054,4.290725012312703,4.257301606507519,4.2620586502587,4.121755014984774,4.144962435979925,4.214766485501413,82
48,0.0,4.426074072110638,4.379549487545042,4.36753303162201,6.24513680177624,4.694933789724057,6.1494848840307474,4.337357624342108,4.308145083548598,4.29354618002353,4.332276757110854,4.23082938085088,4.25221558120784,4.394844134655498,4.386217723568036,4.365595518713282,4.42992768738849,4.42204855141915,4.398910332068442,4.396727875373983,4.398581878468586,4.332563872536989,121
49,0.0,4.8364500574557985,5.074452202477703,4.7976545936417745,6.209314012283232,5.019697588178415,7.597170307262358,4.871866657828025,4.819502245617418,4.692985527667591,4.770386461031405,4.918531001184002,4.695018637756002,4.696829168375581,4.7370879078941925,4.795976935532032,4.7460861957227145,4.839642288562201,4.798110452029601,4.879915717399399,4.59794129116206,4.734427154594745,40
50,0.0,5.816564377642715,5.490214131357701,5.345952455420605,5.939276966700899,5.971102823483577,6.036466212071494,5.730687214929153,5.672674658760902,5.758041964824958,5.664307515101482,5.764629721413131,5.553755851475268,5.765046404301913,5.685061179599312,5.893355879108886,5.8093337700419605,5.806509247766087,5.7680123226854585,5.527275837504999,4.934939048866892,5.56498092385573,74
51,0.0,6.113311537463858,5.7356842626742255,5.500125922872932,8.307258253859159,6.722100632206965,6.048942716909646,6.1824213787017,5.831987835532681,5.9938752197289515,6.325587561827072,5.770653401721857,5.579659975326434,6.157959452671163,5.99862903722618,6.155478168008371,6.001882962932827,6.102595516222193,6.061079727285003,5.74472832383056,5.787637568080502,5.628710030672355,42
52,0.0,5.427802064171166,5.349229740033835,5.348006245539257,6.246400726297992,5.248449336039772,6.85525775883241,5.338822458300887,5.396602996619523,5.349656288261395,5.2844456472103465,5.387898346639134,5.573436632769932,5.357856849549099,5.381551174195537,5.33065103113607,5.431530609525793,5.423285799903391,5.446393803418071,5.245551277666535,5.415727633708459,5.365195084973987,45
53,0.0,4.406713663419235,4.56746151106101,4.403372240241234,7.280572504856782,5.593203659440729,6.826980650898112,4.72900494496247,4.9101244896537555,4.937065406080962,4.861659758834893,4.8642686823337264,5.696348211233564,5.09211872448537,4.675064172463608,4.749317111869021,4.450054672097789,4.407850547361513,4.42092362658702,4.716108662915923,5.450492054774975,5.625442619781347,13
54,0.0,4.595217228826,5.33015989877847,3.4975445763592896,8.504024446944944,5.808897839315072,8.734979996625329,4.078608776677084,3.8629993582327833,3.9674644296418773,4.074282259228547,4.41491864072759,3.5035936542538493,4.104470051727623,3.9939326088549283,3.973943571232553,4.185419703931051,4.611520109538387,4.068610003010755,5.042881839945385,3.9239328272028016,3.841283611401168,8
55,0.0,7.133067709967387,6.8021711572812285,6.588260711751049,7.66729515027013,7.816327429684729,7.079268486238355,7.048785556915078,6.862305753960954,6.9480066759821115,7.006087121697031,6.7024118166079285,6.806162398017101,7.106084248742447,7.133649953886218,7.0186104951118145,7.186408192861227,7.123521887682132,6.814365456065598,6.918222606558255,6.696568907298084,6.701373981343271,64
56,0.0,7.758681427044443,7.382962284654357,7.044491858029166,8.693658720733946,7.236765956693942,7.299100263036929,7.773638928443003,7.660548981874152,7.6746213839945066,7.820854403602736,7.772555801681098,7.582104798749433,7.760149215046542,7.861031588634223,7.744422108341436,7.972159886572902,7.748439394716583,7.725208851856587,7.598661346819912,7.664767965318903,7.65326688553516,35
57,0.0,6.886445015047174,6.970011659862305,6.886356320788841,7.557494795407176,7.2003384620149005,8.670686998941616,6.872743881164559,6.774587207334963,7.03919199211408,6.894258653910156,6.607482218453094,7.089156932484834,7.004049798604109,6.983400901704397,6.966887079419075,6.861823937094492,6.886375568185077,6.94350238594581,6.8601973801213445,6.158606838248083,6.992042392889666,33
58,0.0,6.402943623736715,6.050894464390495,5.839994915883507,7.2612562199462465,6.641333104100729,6.4088057588473735,6.326367184273152,6.349523989080369,6.221075485542921,6.462874237535086,6.239561325605777,6.266627836271519,6.335527943131758,6.173149093559115,6.301753557357976,6.384869563402848,6.392727564659999,6.2898244988959915,6.214300338371998,6.204852301534211,6.238927771510477,87
59,0.0,3.2062439083762793,2.9540090278857876,2.9454296045832695,9.256238400654016,3.2062439083762793,4.250541424476367,3.2235075512957283,3.006936138019206,3.2428684186287313,3.5894670130109225,3.361405305571267,1.7814004215934374,2.7198818829429885,3.1374824327125546,3.282340375709659,3.2129034372862404,3.196238647299208,3.0662444537747695,2.559874358190868,3.1907967047218126,1.4045181635579964,3
60,0.0,3.103448276,4.145139874547596,0.0,7.23344847600004,3.103448276,8.19257940051603,4.282657031493164,4.37778795190332,4.532316569762207,3.8364394945668945,5.695835475401855,8.208243731932617,4.111554507689453,3.5844768328237304,4.3805679125356445,3.2753242296743164,3.128845576720215,3.5609363359975585,4.54397619195459,4.266983394103027,5.8040250582265625,1
61,0.0,5.354284314366806,5.29358456158469,5.28939292289113,10.353004025062658,5.354284314366806,6.592607441613402,5.621459779878077,5.436360566462116,5.665755055026077,5.579772679010423,6.220854796930966,6.57040119912937,5.797591591386018,5.195492509146275,5.772474212753972,5.280823942643324,5.3502314115019285,5.383260388658195,5.25119299235427,8.568117921198674,7.295795616061614,7
62,0.0,5.386089908033481,5.376723915553402,5.355925767672298,6.4538721372460435,5.386089908033481,6.8677103700083535,5.348918268235444,5.645431563647557,5.2628914789616195,5.20758363549961,5.210529263742618,5.314544713344849,5.354671825147477,5.590586181348006,5.2227183438592375,5.513905214856818,5.383900647134533,5.364077361584453,5.406598082444614,4.515584394926109,5.319863530934631,5
63,0.0,11.365675783776808,10.883282604710141,9.848959598655274,8.030017740477437,11.318586669895256,10.103812123482417,11.106777642292187,11.090117888578495,10.95836389114765,11.039725625767044,10.750561435725832,11.074751453459614,10.604548146806053,11.011503213946353,11.010204188054333,11.144747422523121,11.351780842576959,11.388253053972086,10.897240045708386,11.039006078739158,10.29264777159182,12
64,0.0,5.758960842358217,5.487881271586037,5.406335454534672,4.797502010774153,4.7926411360350425,6.297748736923292,6.021768660579921,5.859723222259882,5.757398867735251,5.825786099124329,5.624256006762133,5.420014348262725,5.9082101794414035,5.944525929752906,5.819854330974764,5.969970519794773,5.749624231505365,5.709659354278054,5.603676514134618,5.398689932378756,5.818541119303743,4
