0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.170000000000000000e+02,8.800000000000000000e+01,2.900000000000000000e+01
2.750000000000000000e+02,2.220000000000000000e+02,5.300000000000000000e+01
5.220000000000000000e+02,4.130000000000000000e+02,1.090000000000000000e+02
7.370000000000000000e+02,5.950000000000000000e+02,1.420000000000000000e+02
1.020000000000000000e+03,8.110000000000000000e+02,2.090000000000000000e+02
1.280000000000000000e+03,1.000000000000000000e+03,2.800000000000000000e+02
1.870000000000000000e+03,1.503000000000000000e+03,3.670000000000000000e+02
1.097000000000000000e+03,8.770000000000000000e+02,2.200000000000000000e+02
2.518000000000000000e+03,2.032000000000000000e+03,4.860000000000000000e+02
7.010000000000000000e+02,5.510000000000000000e+02,1.500000000000000000e+02
1.704000000000000000e+03,1.356000000000000000e+03,3.480000000000000000e+02
5.030000000000000000e+02,3.970000000000000000e+02,1.060000000000000000e+02
5.790000000000000000e+02,4.540000000000000000e+02,1.250000000000000000e+02
7.130000000000000000e+02,5.890000000000000000e+02,1.240000000000000000e+02
3.380000000000000000e+02,2.700000000000000000e+02,6.800000000000000000e+01
1.970000000000000000e+02,1.510000000000000000e+02,4.600000000000000000e+01
5.290000000000000000e+02,4.420000000000000000e+02,8.700000000000000000e+01
9.800000000000000000e+01,8.200000000000000000e+01,1.600000000000000000e+01
3.780000000000000000e+02,3.090000000000000000e+02,6.900000000000000000e+01
5.400000000000000000e+01,4.200000000000000000e+01,1.200000000000000000e+01
2.350000000000000000e+02,1.860000000000000000e+02,4.900000000000000000e+01
3.700000000000000000e+01,3.500000000000000000e+01,2.000000000000000000e+00
7.800000000000000000e+01,6.200000000000000000e+01,1.600000000000000000e+01
9.800000000000000000e+01,8.100000000000000000e+01,1.700000000000000000e+01
4.700000000000000000e+01,3.900000000000000000e+01,8.000000000000000000e+00
3.800000000000000000e+01,3.000000000000000000e+01,8.000000000000000000e+00
9.200000000000000000e+01,7.100000000000000000e+01,2.100000000000000000e+01
1.000000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+00
5.300000000000000000e+01,4.400000000000000000e+01,9.000000000000000000e+00
9.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00
4.500000000000000000e+01,3.300000000000000000e+01,1.200000000000000000e+01
5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
1.700000000000000000e+01,1.400000000000000000e+01,3.000000000000000000e+00
1.500000000000000000e+01,1.100000000000000000e+01,4.000000000000000000e+00
1.600000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,1.400000000000000000e+01,4.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
